DOC_ID,FIRST_PAGE_INDICATOR,TITLE,DAY,MONTH,YEAR,NEWSPAPER_ID,ARTICLE_DATE,EXTRA_ARTICLE_DATE,MULTIPAGE_ARTICLE,ARTICLE_ID
SLGD_1904_10_29_P3_001,NA,RAILROADS. SUCCEEDS HILLEARY AS TRAFFIC MANAGER,29,10,1904,SLGD,1904-10-29,,,P3_001
SLGD_1904_10_29_P5_001_01,TRUE,SIGHS AND ECHOES OF THE EXPOSITION,29,10,1904,SLGD,1904-10-29,,checked,P5_001_01
SLGD_1904_10_29_P5_001_02,FALSE,SIGHS AND ECHOES OF THE EXPOSITION,29,10,1904,SLGD,1904-10-29,,checked,P5_001_02
SLGD_1904_10_29_P5_002,NA,VARSITY DAY AT FAIR,29,10,1904,SLGD,,1904-10-29,,P5_002
TSLR_1904_10_29_P5_001,NA,HIS CONFIDENCE WAS MISPLACED,29,10,1904,TSLR,1904-10-29,,,P5_001
TSLR_1904_10_29_P5_002,NA,WON'T DEPART UNTIL THEY GET MEDALS,29,10,1904,TSLR,1904-10-29,,,P5_002
TSLR_1904_10_29_P5_003_01,TRUE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,1904-10-29,,checked,P5_003_01
TSLR_1904_10_29_P5_003_02,FALSE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,1904-10-29,,checked,P5_003_02
TSLR_1904_10_29_P5_003_03,FALSE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,1904-10-29,,checked,P5_003_03
SLPD_1904_10_29_P1_001,NA,GEISHA GIRLS TO TESTIFY,29,10,1904,SLPD,1904-10-29,,,P1_001
SLPD_1904_10_29_P2_001,NA,FIRE IMPERILS GUESTS OF HOTEL,29,10,1904,SLPD,1904-10-29,,,P2_001
SLPD_1904_10_29_P2_002,NA,WON COLLEGE BELL AND COLLEGE BELLE,29,10,1904,SLPD,1904-10-29,,,P2_002
SLGD_1904_07_09_P5_001_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,09,07,1904,SLGD,1904-07-09,,checked,P5_001_01
SLGD_1904_07_09_P5_001_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,09,07,1904,SLGD,1904-07-09,,checked,P5_001_02
SLGD_1904_07_09_P5_002,NA,OFFER WASHINGTON BUILDING TO THE CITY,09,07,1904,SLGD,1904-07-09,,,P5_002
SLGD_1904_07_09_P5_003,NA,ARGENTINE PAVILION NOT TO BE DEDICATED TODAY,09,07,1904,SLGD,,1904-07-09,,P5_003
SLGD_1904_07_09_P5_004,NA,SILVERWARE LOST AT SEA,09,07,1904,SLGD,,1904-07-09,,P5_004
SLGD_1904_07_09_P5_005,NA,REUNITED AT THE FAIR,09,07,1904,SLGD,,1904-07-09,,P5_005
SLGD_1904_07_09_P5_006,NA,FILIPINO COMMISSIONER VISITS THE WORLD'S FAIR,09,07,1904,SLGD,,1904-07-09,,P5_006
SLGD_1904_07_09_P5_007,NA,IGORROTES DECLINE TO DON WHITE MAN'S ATTIRE,09,07,1904,SLGD,,1904-07-09,,P5_007
SLGD_1904_07_09_P5_008,NA,ANOTHER FRENCHMAN MAY FLY AN AIRSHIP AT THE FAIR,09,07,1904,SLGD,,1904-07-09,,P5_008
SLGD_1904_07_09_P5_009,NA,"NEW JERSEY SETS ASIDE $25,000 FOR STATE DAY",09,07,1904,SLGD,,1904-07-09,,P5_009
SLGD_1904_07_09_P5_010_01,TRUE,BULGARIA'S STRUGGLE WITH TURKEY PICTURED IN STAFF,09,07,1904,SLGD,,1904-07-09,checked,P5_010_01
SLGD_1904_07_09_P5_010_02,FALSE,BULGARIA'S STRUGGLE WITH TURKEY PICTURED IN STAFF,09,07,1904,SLGD,,1904-07-09,checked,P5_010_02
SLGD_1904_07_09_P5_011_01,TRUE,THE WORLD'S FAIR AS A WOMAN SEES IT,09,07,1904,SLGD,,1904-07-09,checked,P5_11_01
SLGD_1904_07_09_P5_011_02,FALSE,THE WORLD'S FAIR AS A WOMAN SEES IT,09,07,1904,SLGD,,1904-07-09,checked,P5_11_02
SLGD_1904_07_09_P5_012_01,TRUE,DEMOCRATIC DELEGATES VISIT WORLD'S FAIR,09,07,1904,SLGD,,1904-07-09,checked,P5_12_01
SLGD_1904_07_09_P5_012_02,FALSE,DEMOCRATIC DELEGATES VISIT WORLD'S FAIR,09,07,1904,SLGD,,1904-07-09,checked,P5_12_02
SLGD_1904_07_09_P5_012_03,FALSE,DEMOCRATIC DELEGATES VISIT WORLD'S FAIR,09,07,1904,SLGD,,1904-07-09,checked,P5_12_03
TSLR_1904_07_09_P8_001_01,TRUE,THE PHILIPPINE SHOW,09,07,1904,TSLR,1904-07-09,,checked,P8_001_01
TSLR_1904_07_09_P8_001_02,FALSE,THE PHILIPPINE SHOW,09,07,1904,TSLR,1904-07-09,,checked,P8_001_02
TSLR_1904_07_09_P9_001,NA,NOTES OF HAPPENING AT THE WORLD'S FAIR,09,07,1904,TSLR,1904-07-09,,,P9_001
TSLR_1904_07_09_P9_002,NA,CHANGES MADE IN DIVISION OF WORKS,09,07,1904,TSLR,,1904-07-09,,P9_002
TSLR_1904_07_09_P10_001,NA,WORLD'S FAIR TO GET CHEAPER WATER,09,07,1904,TSLR,,1904-07-09,,P10_001
TSLR_1904_07_09_P11_001_01,TRUE,MAN STANDING MORE THAN SEVEN FEET ATTRACTS MUCH ATTENTION AT THE FAIR,09,07,1904,TSLR,1904-07-09,,checked,P11_001_01
TSLR_1904_07_09_P11_001_02,FALSE,MAN STANDING MORE THAN SEVEN FEET ATTRACTS MUCH ATTENTION AT THE FAIR,09,07,1904,TSLR,1904-07-09,,checked,P11_001_02
SLPD_1904_07_09_P5_001,NA,PLANS FOR MONSTER ARMORY: GOVERNMENT BUILDING AT THE FAIR MAY BE GIVEN TO MILITIA,09,07,1904,SLPD,,1904-07-09,,P5_001
SLPD_1904_07_09_P7_001,NA,"""TAPS"" A JOKE TO SOLDIERS AT FAIR",09,07,1904,SLPD,1904-07-09,,,
SLPD_1904_07_09_P11_001,NA,IGORROTES SHIFT PANTS TO BUSHES,09,07,1904,SLPD,1904-07-09,,,P11_001
SLPD_1904_07_09_P11_002,NA,FRENCH EXHIBITORS HAVE NOT CLOSED,09,07,1904,SLPD,1904-07-09,,,P11_002
SLGD_1904_10_15_P2_001,NA,OIL ON TROUBLED WATERS; MEXICANS STILL IN CITY,15,10,1904,SLGD,1904-10-15,,,P2_001
SLGD_1904_10_15_P2_002_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,15,10,1904,SLGD,1904-10-15,,checked,P2_002_01
SLGD_1904_10_15_P2_002_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,15,10,1904,SLGD,1904-10-15,,checked,P2_002_02
SLGD_1904_10_15_P2_003,NA,HENRY GASSAWAY DAVIS' DAUGHTER VISITS FAIR,15,10,1904,SLGD,,1904-10-15,,P2_003
SLGD_1904_10_15_P2_004,NA,PORTLAND EXPOSITION AVOIDS LABOR TROUBLE,15,10,1904,SLGD,,1904-10-15,,P2_004
SLGD_1904_10_15_P2_005,NA,IGORROTE AND MORO FIGHT,15,10,1904,SLGD,,1904-10-15,,P2_005
SLGD_1904_10_15_P2_006_01,TRUE,AN EXPERT NOTE'S ON WORLD'S FAIR PICTURES,15,10,1904,SLGD,,1904-10-15,checked,P2_006_01
SLGD_1904_10_15_P2_006_02,FALSE,AN EXPERT NOTE'S ON WORLD'S FAIR PICTURES,15,10,1904,SLGD,,1904-10-15,checked,P2_006_02
SLPD_1904_10_15_P2_001,NA,EVERY FILIPINO GETS MEDAL,15,10,1904,SLPD,1904-10-15,,,P2_001
SLPD_1904_10_15_P3_001,NA,CHILDREN TO STUDY WORLD'S FAIR,15,10,1904,SLPD,1904-10-15,,,P3_001
SLPD_1904_10_15_P4_001,NA,"""IN THEIR DETERMINATION TO SEND BACK THE GEISHA GIRLS...""",15,10,1904,SLPD,,1904-10-15,,P4_001
SLPD_1904_10_15_P5_001,NA,THE CLUB WOMAN'S VIEWS WRITTEN FOR THE POST-DISPATCH,15,10,1904,SLPD,1904-10-15,,,P5_001
TSLR_1904_10_15_P1_001,NA,"WAITER FINDS AND RETURNS $1,500",15,10,1904,TSLR,,1904-10-15,,P1_001
TSLR_1904_10_15_P4_001,NA,NOTED FOREIGNER PRAISES THE FAIR,15,10,1904,TSLR,1904-10-15,,,P4_001
TSLR_1904_10_15_P4_002,NA,MEXICAN OFFICIALS GUESTS OF FRANCIS,15,10,1904,TSLR,1904-10-15,,,P4_002
TSLR_1904_10_15_P4_003,NA,MEDAL FOR EVERY FILIPINO AT FAIR,15,10,1904,TSLR,1904-10-15,,,P4_003
TSLR_1904_07_23_P9_001_01,TRUE,"ALLOWED $5,000 BY TEXAS COURT",23,07,1904,TSLR,1904-07-23,,checked,P9_001_01
TSLR_1904_07_23_P9_001_02,FALSE,"ALLOWED $5,000 BY TEXAS COURT",23,07,1904,TSLR,1904-07-23,,checked,P9_001_02
TSLR_1904_07_23_P9_002,NA,WONG KAI KAH SEES PAINTING OF EMPRESS AN,23,07,1904,TSLR,1904-07-23,,,P9_002
TSLR_1904_07_23_P9_003,NA,SECOND CONGRESS OF SAVAGE PEOPLE,23,07,1904,TSLR,1904-07-23,,,P9_003
TSLR_1904_07_23_P9_004,NA,NOTES OF HAPPENINGS AT THE WORLD'S FAIR,23,07,1904,TSLR,,1904-07-23,,P9_004
SLPD_1904_07_23_P2_001_01,TRUE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,07,1904,SLPD,1904-07-23,,checked,P2_001_01
SLPD_1904_07_23_P2_001_02,FALSE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,07,1904,SLPD,1904-07-23,,checked,P2_001_02
SLPD_1904_07_23_P2_001_03,FALSE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,07,1904,SLPD,1904-07-23,,checked,P2_001_03
SLPD_1904_07_23_P2_002,NA,CHILDREN HAVE ONE PERFECT DAY,23,07,1904,SLPD,1904-07-23,,,P2_002
SLPD_1904_07_23_P2_003,NA,"$250,000 NECKLACE CAUSES ""GUN-PLAY""",23,07,1904,SLPD,1904-07-23,,,P2_003
SLGD_1904_07_23_P2_001,NA,UNCIVILIZED TRIBES TO GIVE EXHIBITION TODAY,23,07,1904,SLGD,1904-07-23,,,P2_001
SLGD_1904_07_23_P2_002_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,23,07,1904,SLGD,1904-07-23,,checked,P2_002_01
SLGD_1904_07_23_P2_002_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,23,07,1904,SLGD,1904-07-23,,checked,P2_002_02
SLGD_1904_07_23_P2_003,NA,TO DISCUSS LABOR SITUATION AT THE FAIR,23,07,1904,SLGD,,1904-07-23,,P2_003
TSLR_1904_08_06_P1_001,NA,PYGMIES SHIVER OVER CAMP FIRE,06,08,1904,TSLR,1904-08-06,,,P1_001
TSLR_1904_08_06_P9_001,NA,MISSISSIPI DAY SEPTEMBER 15,06,08,1904,TSLR,1904-08-06,,,P9_001
TSLR_1904_08_06_P9_002_01,TRUE,NEWSBOYS TO HAVE DAY AT THE WORLD'S FAIR,06,08,1904,TSLR,1904-08-06,,checked,P9_002_01
TSLR_1904_08_06_P9_002_02,FALSE,NEWSBOYS TO HAVE DAY AT THE WORLD'S FAIR,06,08,1904,TSLR,1904-08-06,,checked,P9_002_02
TSLR_1904_08_06_P9_003,NA,MISSISSIPPI DAY PLANS,06,08,1904,TSLR,,1904-08-06,,P9_003
TSLR_1904_08_06_P9_004,NA,EXHIBIT INTERESTED FRANCIS,06,08,1904,TSLR,,1904-08-06,,P9_004
TSLR_1904_08_06_P9_005,NA,PYGMIES ARE APT IMITATORS,06,08,1904,TSLR,,1904-08-06,,P9_005
TSLR_1904_08_06_P9_006,NA,HALF HOLIDAY FOR WHOLESALE HOUSES,06,08,1904,TSLR,,1904-08-06,,P9_006
TSLR_1904_08_06_P9_007,NA,HUNDRED FILIPINO STUDENTS ARRIVE,06,08,1904,TSLR,,1904-08-06,,P9_007
TSLR_1904_08_06_P9_008,NA,NOTES OF HAPPENINGS AT THE WORLD'S FAIR,06,08,1904,TSLR,,1904-08-06,,P9_008
TSLR_1904_08_06_P9_009,NA,ARE TEACHING EACH OTHER: COCOPA INDIANS AND PATAGONIANS BECOMING FAST FRIENDS,06,08,1904,TSLR,,1904-08-06,,P9_009
TSLR_1904_08_06_P9_010,NA,"CUTS $40,000 OFF PAYROLL",06,08,1904,TSLR,,1904-08-06,,P9_010
TSLR_1904_08_06_P10_001,NA,INDIANS FOND OF PHOTOGRAPHS,06,08,1904,TSLR,,1904-08-06,,P10_001
SLPD_1904_08_06_P2_001,NA,GERMAN MEMBER OF AWARDS JURY TO ARRIVE SOON,06,08,1904,SLPD,1904-08-06,,,P2_001
SLPD_1904_08_06_P2_002_01,TRUE,HERE'S A GREAT CHANCE FOR ALL PRUNE-BITERS,06,08,1904,SLPD,1904-08-06,,checked,P2_002_01
SLPD_1904_08_06_P2_002_02,FALSE,HERE'S A GREAT CHANCE FOR ALL PRUNE-BITERS,06,08,1904,SLPD,1904-08-06,,checked,P2_002_02
SLPD_1904_08_06_P2_003,NA,"RUSSIA'S ART EXHIBIT HAS A $30,000 PICTURE",06,08,1904,SLPD,1904-08-06,,,P2_003
SLPD_1904_08_06_P2_004,NA,WORLD'S FAIR GIFTS DRAW GREAT CROWDS,06,08,1904,SLPD,,1904-08-06,,P2_004
SLPD_1904_08_06_P1_001,NA,"ST. LOUIS DAY AT THE FAIR, SEPTEMBER, 15, TO SURPASS ALL PREVIOUS RECORDS",06,08,1904,SLPD,,1904-08-06,,P1_001
SLGD_1904_08_06_P3_001,NA,MANUFACTURERS TO GIVE PRESENTS AWAY TODAY,06,08,1904,SLGD,1904-08-06,,,P3_001
SLGD_1904_08_06_P3_002,NA,VIEWS OF THE WORLD AT THE WORLD'S FAIR,06,08,1904,SLGD,1904-08-06,,,P3_002
SLGD_1904_08_06_P3_003,NA,PYGMIES GREET VERNER,06,08,1904,SLGD,,1904-08-06,,P3_003
SLGD_1904_08_06_P3_004,NA,WORLD'S FAIR NOTES,06,08,1904,SLGD,,1904-08-06,,P3_004
SLGD_1904_08_20_P1_001_01,TRUE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,08,1904,SLGD,1904-08-20,,checked,P1_001_01
SLGD_1904_08_20_P1_001_02,FALSE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,08,1904,SLGD,1904-08-20,,checked,P1_001_02
SLGD_1904_08_20_P1_001_03,FALSE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,08,1904,SLGD,1904-08-20,,checked,P1_001_03
SLGD_1904_08_20_P3_001_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,20,08,1904,SLGD,1904-08-20,,checked,P3_001_01
SLGD_1904_08_20_P3_001_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,20,08,1904,SLGD,1904-08-20,,checked,P3_001_02
SLGD_1904_08_20_P3_002_01,TRUE,THE WORLD'S FAIR AS A WOMAN SEES IT,20,08,1904,SLGD,,1904-08-20,checked,P3_002_01
SLGD_1904_08_20_P3_002_02,FALSE,THE WORLD'S FAIR AS A WOMAN SEES IT,20,08,1904,SLGD,,1904-08-20,checked,P3_002_02
SLGD_1904_08_20_P3_003,NA,AN EXPERT'S NOTES ON WORLD'S FAIR PICTURES,20,08,1904,SLGD,,1904-08-20,,P3_003
SLGD_1904_08_20_P3_004,NA,CHINESE ATTEMPT TO ESCAPE FROM EXPOSITION GROUNDS,20,08,1904,SLGD,,1904-08-20,,P3_004
SLGD_1904_08_20_P3_005,NA,PUPILS REFUSE TO ATTEND PHILIPPINE MODEL SCHOOL,20,08,1904,SLGD,,1904-08-20,,P3_005
TSLR_1904_08_20_P9_001,NA,DRIVEN FROM HUTS BY RAINSTORM,20,08,1904,TSLR,1904-08-20,,,P9_001
TSLR_1904_08_20_P9_002,NA,LARGEST FAIR WORLD HAS SEEN,20,08,1904,TSLR,1904-08-20,,,P9_002
TSLR_1904_08_20_P9_003_01,TRUE,CALIFORNIAN'S SPEND MILLIONS ON FAIR,20,08,1904,TSLR,1904-08-20,,checked,P9_003_01
TSLR_1904_08_20_P9_003_02,FALSE,CALIFORNIAN'S SPEND MILLIONS ON FAIR,20,08,1904,TSLR,1904-08-20,,checked,P9_003_02
SLPD_1904_08_20_P1_001_01,TRUE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,08,1904,SLPD,1904-08-20,,checked,P1_001_01
SLPD_1904_08_20_P1_001_02,FALSE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,08,1904,SLPD,1904-08-20,,checked,P1_001_02
SLPD_1904_08_20_P1_001_03,FALSE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,08,1904,SLPD,1904-08-20,,checked,P1_001_03
SLPD_1904_08_20_P1_002_01,TRUE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,08,1904,SLPD,1904-08-20,,checked,P1_002_01
SLPD_1904_08_20_P1_002_02,FALSE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,08,1904,SLPD,1904-08-20,,checked,P1_002_02
SLPD_1904_08_20_P1_002_03,FALSE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,08,1904,SLPD,1904-08-20,,checked,P1_002_03
SLPD_1904_08_20_P2_001_01,TRUE,JOVE GIVES WEIRD ELECTRICAL DISPLAY AT THE WORLD'S FAIR,20,08,1904,SLPD,1904-08-20,,checked,P2_001_01
SLPD_1904_08_20_P2_001_02,FALSE,JOVE GIVES WEIRD ELECTRICAL DISPLAY AT THE WORLD'S FAIR,20,08,1904,SLPD,1904-08-20,,checked,P2_001_02
TSLR_1904_09_03_P9_001,NA,MANY ATTRACTIONS AT FAIR TODAY,03,09,1904,TSLR,1904-09-03,,,P9_001
TSLR_1904_09_03_P9_002_01,TRUE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_01
TSLR_1904_09_03_P9_002_02,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_02
TSLR_1904_09_03_P9_002_03,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_03
TSLR_1904_09_03_P9_002_04,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_04
TSLR_1904_09_03_P9_002_05,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_05
TSLR_1904_09_03_P9_002_06,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,03,09,1904,TSLR,1904-09-03,,checked,P9_002_06
TSLR_1904_09_03_P9_003,NA,GOVERNOR DURBIN COMMENDS FAIR,03,09,1904,TSLR,1904-09-03,,,P9_003
TSLR_1904_09_03_P9_004,NA,TEST OF SKILL FOR WATERMELONS,03,09,1904,TSLR,,1904-09-03,,P9_004
SLGD_1904_09_03_P4_001,NA,HAIGHT TO TAKE A LECTURE COURSE: TO LEAVE WORLD'S FAIR,03,09,1904,SLGD,1904-09-03,,,P4_001
SLGD_1904_09_03_P4_002_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,03,09,1904,SLGD,1904-09-03,,checked,P4_002_01
SLGD_1904_09_03_P4_002_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,03,09,1904,SLGD,1904-09-03,,checked,P4_002_02
SLGD_1904_09_03_P4_003,NA,RIVALRY FOR OFFICES,03,09,1904,SLGD,,1904-09-03,,P4_003
SLPD_1904_09_03_P4_001,NA,HOSTILE GERMAN PRESS COMMENT,03,09,1904,SLPD,1904-09-03,,,P4_001
SLPD_1904_09_03_P8_001,NA,CAST OF LEO'S HAND IS CLOSELY GUARDED,03,09,1904,SLPD,1904-09-03,,,P8_001
SLPD_1904_09_03_P9_001,NA,SALE OF SOUVENIR TICKETS IS BEGUN,03,09,1904,SLPD,1904-09-03,,,P9_001
SLPD_1904_09_17_P2_001,NA,ELECTRICIANS AS FUTURE GENERALS,17,09,1904,SLPD,1904-09-17,,,P2_001
SLPD_1904_09_17_P3_001_01,TRUE,"JOHN REDMOND, FAMOUS IRISH LEADER, HERE",17,09,1904,SLPD,1904-09-17,,checked,P3_001_01
SLPD_1904_09_17_P3_001_02,FALSE,"JOHN REDMOND, FAMOUS IRISH LEADER, HERE",17,09,1904,SLPD,1904-09-17,,checked,P3_001_02
SLPD_1904_09_17_P4_001,NA,ST. LOUIS DAY AND AFTER,17,09,1904,SLPD,1904-09-17,,,P4_001
TSLR_1904_09_17_P1_001,NA,"DOCKERY PROCLAIMS A HOLIDAY THROUGHOUT THE ENTIRE STATE ON MISSOURI DAY, OCTOBER II",17,09,1904,TSLR,1904-09-17,,,P1_001
TSLR_1904_09_17_P1_002_01,TRUE,WILL MAKE ONE OF GREATEST OF FAIR,17,09,1904,TSLR,1904-09-17,,checked,P1_002_01
TSLR_1904_09_17_P1_002_02,FALSE,WILL MAKE ONE OF GREATEST OF FAIR,17,09,1904,TSLR,1904-09-17,,checked,P1_002_02
TSLR_1904_09_17_P1_002_03,FALSE,WILL MAKE ONE OF GREATEST OF FAIR,17,09,1904,TSLR,1904-09-17,,checked,P1_002_03
TSLR_1904_09_17_P9_001,NA,RED MEN WILL CELEBRATE AT THE FAIR TODAY,17,09,1904,TSLR,1904-09-17,,,P9_001
TSLR_1904_09_17_P9_002_01,TRUE,PRIZES AWARED AT CATTLE SHOW TODAY,17,09,1904,TSLR,,1904-09-17,checked,P9_002_01
TSLR_1904_09_17_P9_002_02,FALSE,PRIZES AWARED AT CATTLE SHOW TODAY,17,09,1904,TSLR,,1904-09-17,checked,P9_002_02
SLGD_1904_09_17_P2_001_01,TRUE,FILIPINO SPEAR DANCERS FIGHT REAL DUEL IN BAGOBO VILLAGE,17,09,1904,SLGD,1904-09-17,,checked,P2_001_01
SLGD_1904_09_17_P2_001_02,FALSE,FILIPINO SPEAR DANCERS FIGHT REAL DUEL IN BAGOBO VILLAGE,17,09,1904,SLGD,1904-09-17,,checked,P2_001_02
SLGD_1904_09_17_P2_002,NA,LOUISIANA IS TO PRESERVE EXHIBITS,17,09,1904,SLGD,1904-09-17,,,P2_002
SLGD_1904_09_17_P2_003,NA,HISTORICAL MAPS AT THE WORLD'S FAIR,17,09,1904,SLGD,,1904-09-17,,P2_003
SLGD_1904_09_17_P2_004,NA,MEXICAN VETERANS ARE TEXAS' GUESTS,17,09,1904,SLGD,,1904-09-17,,P2_004
SLGD_1904_09_17_P2_005,NA,MEXICO CELEBRATES INDEPENDENCE DAY,17,09,1904,SLGD,,1904-09-17,,P2_005
SLGD_1904_09_17_P2_006,NA,GERMANIC CONGRESS OPENS AT EXPOSITION,17,09,1904,SLGD,,1904-09-17,,P2_006
TSLR_1904_10_01_P5_001,NA,RECITAL AT BRAZIL PAVILION THIS AFTERNOON,01,10,1904,TSLR,1904-10-01,,,P5_001
TSLR_1904_10_01_P5_002,NA,UNIQUE BADGES FOR TERRITORY VISITORS,01,10,1904,TSLR,1904-10-01,,,P5_002
TSLR_1904_10_01_P5_003,NA,KANSAS DAY IS WELL OBSERVED,01,10,1904,TSLR,1904-10-01,,,P5_003
SLPD_1904_10_01_P2_001,NA,FRANCIS A LOOSER IN OCEAN SCHOOL,01,10,1904,SLPD,1904-10-01,,,P2_001
SLPD_1904_10_01_P2_002_01,TRUE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,01,10,1904,SLPD,1904-10-01,,checked,P2_002_01
SLPD_1904_10_01_P2_002_02,FALSE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,01,10,1904,SLPD,1904-10-01,,checked,P2_002_02
SLPD_1904_10_01_P2_002_03,FALSE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,01,10,1904,SLPD,1904-10-01,,checked,P2_002_03
SLPD_1904_10_01_P3_001,NA,TERRITORY'S DAY BRINGS INDIANS,01,10,1904,SLPD,1904-10-01,,,P3_001
SLGD_1904_10_01_P2_001_01,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,01,10,1904,SLGD,1904-10-01,,checked,P2_001_01
SLGD_1904_10_01_P2_001_02,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,01,10,1904,SLGD,1904-10-01,,checked,P2_001_02
SLGD_1904_10_01_P2_002,NA,AN EXPERT'S NOTES ON WORLD'S FAIR PICTURES,01,10,1904,SLGD,1904-10-01,,,P2_002
SLGD_1904_12_01_P2_001,NA,CONTRACTS IN THE WAY OF PERMANENT PIKE,01,12,1904,SLGD,1904-12-01,,,P2_001
SLGD_1904_12_01_P2_002,NA,THE NEGRO AND THE FAIR,01,12,1904,SLGD,1904-12-01,,,P2_002
SLGD_1904_12_01_P2_003,NA,WHOLE EXHIBITS GIVEN FOR ST. LOUIS MUSEUM: LATIN-AMERICAN COUNTRIES HAVE SHOWN A MOST LIBERAL SPIRIT,01,12,1904,SLGD,,1904-12-01,,P2_003
SLGD_1904_12_01_P2_004,NA,FAIR FREE TO POOR ON FRANCIS DAY,01,12,1904,SLGD,,1904-12-01,,P2_004
SLGD_1904_12_01_P2_005,NA,LID OF THE PIKE IS PUT ON TIGHT,01,12,1904,SLGD,,1904-12-01,,P2_005
SLGD_1904_12_01_P2_006,NA,NO VANDALISM AT LAST NIGHT OF WORLD'S FAIR,01,12,1904,SLGD,,1904-12-01,,P2_006
TSLR_1904_12_01_P1_001_01,TRUE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_01
TSLR_1904_12_01_P1_001_02,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_02
TSLR_1904_12_01_P1_001_03,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_03
TSLR_1904_12_01_P1_001_04,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_04
TSLR_1904_12_01_P1_001_05,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_05
TSLR_1904_12_01_P1_001_06,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,01,12,1904,TSLR,1904-12-01,,checked,P1_001_06
TSLR_1904_12_01_P2_001,NA,VISITORS COULD NOT LEAVE BUILDING WITH BUNDLES,01,12,1904,TSLR,1904-12-01,,,P2_001
TSLR_1904_12_01_P3_001,NA,THIS IS THE LAST DAY TO SEE THE BOER WAR,01,12,1904,TSLR,1904-12-01,,,P3_001
TSLR_1904_12_01_P3_002,NA,DEAF-MUTES GRATEFUL FOR DAY AT THE FAIR,01,12,1904,TSLR,,1904-12-01,,P3_002
TSLR_1904_12_01_P3_003,NA,GIRLS PREVENT FIRE AT THE FAIR,01,12,1904,TSLR,,1904-12-01,,P3_003
